species;scenario;rbf;svm;mda;consensus;wmean_auc;wmean_tss
clssm_mcrp;cc_ssp245_10_2090;0.95;0;0.975;0.6416666666666666;0.5514710416666667;0.41748958333333336
clssm_mcrp;cc_ssp245_10_2090;0.05;0;0.475;0.17500000000000002;0.14796354166666667;0.10992291666666666
clssm_mcrp;cc_ssp245_10_2090;0;0;0.075;0.024999999999999998;0.021054375;0.01556875
clssm_mcrp;cc_ssp245_10_2090;0;0;0.1;0.03333333333333333;0.0280725;0.020758333333333333
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.45;0.15833333333333335;0.13363583333333334;0.09907291666666668
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0.025;0.05;0.425;0.16666666666666666;0.14128104166666666;0.10527625
clssm_mcrp;cc_ssp245_10_2090;0.575;0.025;0.975;0.525;0.4491589583333333;0.33827979166666666
clssm_mcrp;cc_ssp245_10_2090;0.575;0;0.625;0.39999999999999997;0.3435735416666666;0.25992916666666666
clssm_mcrp;cc_ssp245_10_2090;0.975;0.025;0.975;0.6583333333333333;0.5661122916666667;0.4288464583333333
clssm_mcrp;cc_ssp245_10_2090;0.85;0;0.675;0.5083333333333333;0.4380152083333333;0.33257291666666666
clssm_mcrp;cc_ssp245_10_2090;0;0;0.2;0.06666666666666667;0.056145;0.04151666666666667
clssm_mcrp;cc_ssp245_10_2090;0;0;0.125;0.041666666666666664;0.035090625;0.025947916666666668
clssm_mcrp;cc_ssp245_10_2090;0;0;0.25;0.08333333333333333;0.07018125;0.051895833333333335
clssm_mcrp;cc_ssp245_10_2090;0.1;0;0.4;0.16666666666666666;0.14152833333333334;0.105675
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0.275;0.025;0.95;0.4166666666666667;0.3544258333333333;0.26516520833333335
clssm_mcrp;cc_ssp245_10_2090;0.075;0;0.375;0.15;0.12720062499999998;0.094825
clssm_mcrp;cc_ssp245_10_2090;0.95;0;0.625;0.525;0.45321729166666663;0.34483541666666667
clssm_mcrp;cc_ssp245_10_2090;0.975;0;0.65;0.5416666666666666;0.46754500000000004;0.3556854166666667
clssm_mcrp;cc_ssp245_10_2090;0.9;0;0.525;0.47500000000000003;0.410525625;0.31275625
clssm_mcrp;cc_ssp245_10_2090;0;0;0.125;0.041666666666666664;0.035090625;0.025947916666666668
clssm_mcrp;cc_ssp245_10_2090;0;0;0.15;0.049999999999999996;0.04210875;0.0311375
clssm_mcrp;cc_ssp245_10_2090;0;0;0.175;0.05833333333333333;0.049126874999999993;0.036327083333333336
clssm_mcrp;cc_ssp245_10_2090;0;0;0.225;0.075;0.063163125;0.046706250000000005
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0;0;0.075;0.024999999999999998;0.021054375;0.01556875
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0.1;0.03333333333333333;0.0280725;0.020758333333333333
clssm_mcrp;cc_ssp245_10_2090;0;0;0.175;0.05833333333333333;0.049126874999999993;0.036327083333333336
clssm_mcrp;cc_ssp245_10_2090;0.85;0;0.875;0.5750000000000001;0.49416020833333335;0.3740895833333333
clssm_mcrp;cc_ssp245_10_2090;0.85;0;0.575;0.4749999999999999;0.40994270833333335;0.3118145833333333
clssm_mcrp;cc_ssp245_10_2090;0.975;0;0.625;0.5333333333333333;0.46052687499999995;0.3504958333333333
clssm_mcrp;cc_ssp245_10_2090;0.875;0;0.325;0.39999999999999997;0.3470710416666667;0.2655791666666667
clssm_mcrp;cc_ssp245_10_2090;0.75;0;0.325;0.35833333333333334;0.310523125;0.23727708333333333
clssm_mcrp;cc_ssp245_10_2090;0.2;0;0.25;0.15;0.12865791666666668;0.09717916666666666
clssm_mcrp;cc_ssp245_10_2090;0.725;0;0.475;0.39999999999999997;0.34532229166666667;0.2627541666666667
clssm_mcrp;cc_ssp245_10_2090;0.375;0;0.3;0.225;0.19386125;0.14718125
clssm_mcrp;cc_ssp245_10_2090;0;0;0.075;0.024999999999999998;0.021054375;0.01556875
clssm_mcrp;cc_ssp245_10_2090;0;0;0.075;0.024999999999999998;0.021054375;0.01556875
clssm_mcrp;cc_ssp245_10_2090;0;0;0.075;0.024999999999999998;0.021054375;0.01556875
clssm_mcrp;cc_ssp245_10_2090;0.05;0.05;0.075;0.05833333333333333;0.050336875;0.0382825
clssm_mcrp;cc_ssp245_10_2090;0.3;0.175;0.125;0.19999999999999998;0.17412729166666666;0.133748125
clssm_mcrp;cc_ssp245_10_2090;0.125;0;0.125;0.08333333333333333;0.07163854166666667;0.05425
clssm_mcrp;cc_ssp245_10_2090;0.075;0;0.1;0.05833333333333333;0.05000125;0.03773958333333333
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0.275;0.09166666666666667;0.077199375;0.05708541666666667
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0.25;0.1;0.11666666666666665;0.10138916666666668;0.07772291666666667
clssm_mcrp;cc_ssp245_10_2090;0.825;0;0.6;0.4749999999999999;0.40965125;0.31134375
clssm_mcrp;cc_ssp245_10_2090;0.4;0;0.325;0.2416666666666667;0.2081889583333333;0.15803124999999998
clssm_mcrp;cc_ssp245_10_2090;0.95;0;0.7;0.5499999999999999;0.47427166666666665;0.36040416666666664
clssm_mcrp;cc_ssp245_10_2090;0.95;0;0.425;0.4583333333333333;0.3970722916666667;0.30331875
clssm_mcrp;cc_ssp245_10_2090;0.25;0;0.15;0.13333333333333333;0.11520458333333333;0.08774166666666666
clssm_mcrp;cc_ssp245_10_2090;0.975;0;0.45;0.47500000000000003;0.4114;0.31416875
clssm_mcrp;cc_ssp245_10_2090;0.875;0;0.5;0.4583333333333333;0.39619791666666665;0.30190625000000004
clssm_mcrp;cc_ssp245_10_2090;0.65;0;0.325;0.325;0.2812847916666667;0.21463541666666666
clssm_mcrp;cc_ssp245_10_2090;0.3;0;0.225;0.17500000000000002;0.150878125;0.11463125
clssm_mcrp;cc_ssp245_10_2090;0;0;0.1;0.03333333333333333;0.0280725;0.020758333333333333
clssm_mcrp;cc_ssp245_10_2090;0.5;0;0.125;0.20833333333333334;0.18128229166666665;0.13915625
clssm_mcrp;cc_ssp245_10_2090;0.675;0.025;0.125;0.275;0.2397810416666667;0.18447562500000003
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0.725;0.075;0.1;0.3;0.26204541666666664;0.20199979166666668
clssm_mcrp;cc_ssp245_10_2090;0.725;0.175;0.125;0.3416666666666666;0.29839020833333335;0.22997520833333332
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0.575;0.125;0.125;0.27499999999999997;0.23986937500000002;0.18461979166666664
clssm_mcrp;cc_ssp245_10_2090;0.2;0;0.075;0.09166666666666667;0.07953104166666668;0.060852083333333334
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0.025;0.025;0.575;0.20833333333333334;0.17605812499999998;0.13071729166666665
clssm_mcrp;cc_ssp245_10_2090;0.1;0.2;0.65;0.3166666666666667;0.2703629166666667;0.2031425
clssm_mcrp;cc_ssp245_10_2090;0;0;0.35;0.11666666666666665;0.09825374999999999;0.07265416666666667
clssm_mcrp;cc_ssp245_10_2090;0.975;0.325;0.95;0.75;0.6470741666666666;0.49201437499999995
clssm_mcrp;cc_ssp245_10_2090;0.975;0.3;0.95;0.7416666666666666;0.6397425;0.4863179166666667
clssm_mcrp;cc_ssp245_10_2090;0.975;0.1;0.925;0.6666666666666666;0.5740710416666667;0.43555666666666665
clssm_mcrp;cc_ssp245_10_2090;0.925;0;0.525;0.4833333333333334;0.4178352083333334;0.31841666666666674
clssm_mcrp;cc_ssp245_10_2090;0.975;0;0.65;0.5416666666666666;0.46754500000000004;0.3556854166666667
clssm_mcrp;cc_ssp245_10_2090;0.8;0;0.2;0.3333333333333333;0.29005166666666665;0.22265000000000001
clssm_mcrp;cc_ssp245_10_2090;0.875;0;0.725;0.5333333333333333;0.45936104166666664;0.34861250000000005
clssm_mcrp;cc_ssp245_10_2090;0.875;0;0.425;0.43333333333333335;0.37514354166666664;0.2863375
clssm_mcrp;cc_ssp245_10_2090;0.15;0;0.2;0.11666666666666665;0.1000025;0.07547916666666667
clssm_mcrp;cc_ssp245_10_2090;0;0;0.1;0.03333333333333333;0.0280725;0.020758333333333333
clssm_mcrp;cc_ssp245_10_2090;0;0;0.075;0.024999999999999998;0.021054375;0.01556875
clssm_mcrp;cc_ssp245_10_2090;0;0;0.075;0.024999999999999998;0.021054375;0.01556875
clssm_mcrp;cc_ssp245_10_2090;0.725;0.05;0.125;0.3;0.261731875;0.20149291666666666
clssm_mcrp;cc_ssp245_10_2090;0.625;0.05;0.1;0.25833333333333336;0.22547541666666668;0.1736616666666667
clssm_mcrp;cc_ssp245_10_2090;0.05;0;0.075;0.041666666666666664;0.03567354166666667;0.02688958333333333
clssm_mcrp;cc_ssp245_10_2090;0.625;0.075;0.1;0.26666666666666666;0.23280708333333333;0.179358125
clssm_mcrp;cc_ssp245_10_2090;0.7;0.225;0.1;0.3416666666666666;0.2987258333333333;0.230518125
clssm_mcrp;cc_ssp245_10_2090;0.9;0.325;0.25;0.4916666666666667;0.4286379166666667;0.32972479166666663
clssm_mcrp;cc_ssp245_10_2090;0.2;0.075;0.075;0.11666666666666668;0.10152604166666666;0.07794145833333334
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0.625;0.875;1;0.8333333333333334;0.7200729166666666;0.5484697916666667
clssm_mcrp;cc_ssp245_10_2090;0.8;0.75;1;0.85;0.7345816666666667;0.5596104166666667
clssm_mcrp;cc_ssp245_10_2090;0.125;0.175;0.975;0.425;0.36157645833333335;0.2705710416666667
clssm_mcrp;cc_ssp245_10_2090;0.525;0.1;0.85;0.4916666666666667;0.4214441666666667;0.3181004166666667
clssm_mcrp;cc_ssp245_10_2090;0.075;0;0.5;0.19166666666666665;0.16229125;0.12077291666666667
clssm_mcrp;cc_ssp245_10_2090;0.925;0;0.575;0.5;0.43187145833333335;0.32879583333333334
clssm_mcrp;cc_ssp245_10_2090;0.975;0;0.775;0.5833333333333334;0.502635625;0.3816333333333333
clssm_mcrp;cc_ssp245_10_2090;0.9;0;0.775;0.5583333333333333;0.48070687500000003;0.3646520833333333
clssm_mcrp;cc_ssp245_10_2090;0.975;0;0.45;0.47500000000000003;0.4114;0.31416875
clssm_mcrp;cc_ssp245_10_2090;0.725;0;0.15;0.2916666666666667;0.2540866666666666;0.19528958333333332
clssm_mcrp;cc_ssp245_10_2090;0;0;0.125;0.041666666666666664;0.035090625;0.025947916666666668
clssm_mcrp;cc_ssp245_10_2090;0;0;0.075;0.024999999999999998;0.021054375;0.01556875
clssm_mcrp;cc_ssp245_10_2090;0.15;0;0.125;0.09166666666666667;0.078948125;0.05991041666666667
clssm_mcrp;cc_ssp245_10_2090;0.2;0;0.125;0.10833333333333334;0.09356729166666666;0.07123125000000001
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0.875;0.05;0.125;0.35000000000000003;0.305589375;0.2354554166666667
clssm_mcrp;cc_ssp245_10_2090;0.775;0.05;0.125;0.3166666666666667;0.27635104166666663;0.21281375000000002
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0.625;0.075;0.125;0.27499999999999997;0.23982520833333332;0.18454770833333334
clssm_mcrp;cc_ssp245_10_2090;0.625;0.2;0.1;0.3083333333333333;0.2694654166666666;0.20784041666666667
clssm_mcrp;cc_ssp245_10_2090;0.975;0.425;0.375;0.5916666666666667;0.5149839583333332;0.3954397916666667
clssm_mcrp;cc_ssp245_10_2090;0.875;0.25;0.1;0.4083333333333334;0.35722458333333335;0.2758375
clssm_mcrp;cc_ssp245_10_2090;0.325;0;0.025;0.11666666666666668;0.10204270833333334;0.078775
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0.15;0.049999999999999996;0.04210875;0.0311375
clssm_mcrp;cc_ssp245_10_2090;0.65;0.825;0.95;0.8083333333333332;0.6986829166666667;0.532358125
clssm_mcrp;cc_ssp245_10_2090;0.7;0.375;0.875;0.65;0.5602777083333333;0.42557395833333334
clssm_mcrp;cc_ssp245_10_2090;0.2;0.075;0.8;0.3583333333333334;0.30505166666666667;0.228439375
clssm_mcrp;cc_ssp245_10_2090;0.225;0;0.925;0.38333333333333336;0.32545687500000003;0.24295833333333336
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.55;0.19166666666666668;0.16170833333333334;0.11983125000000001
clssm_mcrp;cc_ssp245_10_2090;0.2;0;0.725;0.30833333333333335;0.26200229166666666;0.19578125000000002
clssm_mcrp;cc_ssp245_10_2090;0.775;0;0.325;0.3666666666666667;0.3178327083333333;0.24293750000000003
clssm_mcrp;cc_ssp245_10_2090;0.725;0;0.175;0.3;0.26110479166666667;0.20047916666666665
clssm_mcrp;cc_ssp245_10_2090;0.95;0;0.475;0.4749999999999999;0.41110854166666666;0.3136979166666667
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0.125;0;0.075;0.06666666666666667;0.057602291666666666;0.04387083333333333
clssm_mcrp;cc_ssp245_10_2090;0.6;0;0.125;0.24166666666666667;0.210520625;0.16179791666666668
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0.925;0.05;0.2;0.39166666666666666;0.3412629166666667;0.26234500000000005
clssm_mcrp;cc_ssp245_10_2090;0.675;0.025;0.1;0.26666666666666666;0.2327629166666667;0.1792860416666667
clssm_mcrp;cc_ssp245_10_2090;0.05;0;0.075;0.041666666666666664;0.03567354166666667;0.02688958333333333
clssm_mcrp;cc_ssp245_10_2090;0.95;0.05;0.125;0.375;0.327518125;0.2524366666666667
clssm_mcrp;cc_ssp245_10_2090;0.025;0.025;0.05;0.03333333333333333;0.028677499999999998;0.021736041666666667
clssm_mcrp;cc_ssp245_10_2090;0.95;0.475;0.1;0.5083333333333333;0.44513833333333336;0.34408687500000007
clssm_mcrp;cc_ssp245_10_2090;0.3;0.1;0.05;0.15;0.13107791666666666;0.10109
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0.6;0.825;0.95;0.7916666666666666;0.68406375;0.5210372916666667
clssm_mcrp;cc_ssp245_10_2090;0.825;0.625;0.95;0.7999999999999999;0.6911966666666666;0.526409375
clssm_mcrp;cc_ssp245_10_2090;0.225;0.125;0.775;0.375;0.32000645833333335;0.24030312499999998
clssm_mcrp;cc_ssp245_10_2090;0.075;0.025;0.7;0.26666666666666666;0.22576791666666665;0.16798604166666667
clssm_mcrp;cc_ssp245_10_2090;0.8;0.025;0.975;0.6;0.5149452083333333;0.3892235416666667
clssm_mcrp;cc_ssp245_10_2090;0.05;0;0.75;0.26666666666666666;0.22516291666666666;0.16700833333333334
clssm_mcrp;cc_ssp245_10_2090;0.275;0;0.65;0.30833333333333335;0.2628766666666667;0.19719375000000003
clssm_mcrp;cc_ssp245_10_2090;0.45;0;0.475;0.30833333333333335;0.264916875;0.20048958333333333
clssm_mcrp;cc_ssp245_10_2090;0.425;0;0.125;0.18333333333333335;0.15935354166666668;0.12217499999999999
clssm_mcrp;cc_ssp245_10_2090;0.95;0;0.275;0.4083333333333334;0.3549635416666667;0.27218125
clssm_mcrp;cc_ssp245_10_2090;0.9;0;0.275;0.39166666666666666;0.340344375;0.26086041666666665
clssm_mcrp;cc_ssp245_10_2090;0.35;0;0.125;0.15833333333333333;0.13742479166666666;0.10519374999999999
clssm_mcrp;cc_ssp245_10_2090;0.075;0;0.075;0.049999999999999996;0.04298312499999999;0.03255
clssm_mcrp;cc_ssp245_10_2090;0.5;0;0.1;0.19999999999999998;0.17426416666666666;0.13396666666666668
clssm_mcrp;cc_ssp245_10_2090;0.625;0;0.125;0.25;0.21783020833333333;0.16745833333333335
clssm_mcrp;cc_ssp245_10_2090;0.525;0;0.1;0.20833333333333334;0.18157375;0.13962708333333335
clssm_mcrp;cc_ssp245_10_2090;0.925;0.05;0.125;0.3666666666666667;0.3202085416666667;0.24677625000000003
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.075;0.03333333333333333;0.02836395833333333;0.021229166666666664
clssm_mcrp;cc_ssp245_10_2090;0.925;0.025;0.125;0.3583333333333334;0.312876875;0.24107979166666668
clssm_mcrp;cc_ssp245_10_2090;0.975;0.05;0.125;0.3833333333333333;0.3348277083333333;0.2580970833333333
clssm_mcrp;cc_ssp245_10_2090;0;0;0.025;0.008333333333333333;0.007018125;0.005189583333333333
clssm_mcrp;cc_ssp245_10_2090;0.525;0.25;0.075;0.2833333333333333;0.24787229166666666;0.19140208333333333
clssm_mcrp;cc_ssp245_10_2090;0.975;0.575;0.225;0.5916666666666667;0.5168652083333333;0.3984810416666667
clssm_mcrp;cc_ssp245_10_2090;0.025;0.125;0.025;0.05833333333333333;0.05098604166666667;0.03933229166666667
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0;0;0.35;0.11666666666666665;0.09825374999999999;0.07265416666666667
clssm_mcrp;cc_ssp245_10_2090;0.9;0.225;1;0.7083333333333334;0.609855;0.4626264583333333
clssm_mcrp;cc_ssp245_10_2090;0.95;0.575;1;0.8416666666666667;0.7271175;0.5536977083333333
clssm_mcrp;cc_ssp245_10_2090;0.45;0.05;0.925;0.47500000000000003;0.4059064583333334;0.30529500000000004
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.8;0.275;0.23188958333333334;0.17172708333333334
clssm_mcrp;cc_ssp245_10_2090;0.75;0.025;0.975;0.5833333333333334;0.5003260416666667;0.37790270833333334
clssm_mcrp;cc_ssp245_10_2090;0.9;0.05;0.975;0.6416666666666667;0.5515152083333333;0.41756166666666666
clssm_mcrp;cc_ssp245_10_2090;0.875;0;0.675;0.5166666666666667;0.44532479166666666;0.3382333333333334
clssm_mcrp;cc_ssp245_10_2090;0.875;0;0.525;0.4666666666666666;0.40321604166666664;0.30709583333333335
clssm_mcrp;cc_ssp245_10_2090;0.45;0;0.175;0.20833333333333334;0.180699375;0.13821458333333334
clssm_mcrp;cc_ssp245_10_2090;0.45;0;0.175;0.20833333333333334;0.180699375;0.13821458333333334
clssm_mcrp;cc_ssp245_10_2090;0.925;0;0.275;0.4000000000000001;0.34765395833333335;0.2665208333333334
clssm_mcrp;cc_ssp245_10_2090;0.925;0;0.125;0.35000000000000003;0.3055452083333334;0.23538333333333336
clssm_mcrp;cc_ssp245_10_2090;0.6;0;0.1;0.2333333333333333;0.2035025;0.15660833333333335
clssm_mcrp;cc_ssp245_10_2090;0.95;0.025;0.175;0.3833333333333333;0.33422270833333334;0.257119375
clssm_mcrp;cc_ssp245_10_2090;0.925;0.025;0.125;0.3583333333333334;0.312876875;0.24107979166666668
clssm_mcrp;cc_ssp245_10_2090;0.05;0;0.075;0.041666666666666664;0.03567354166666667;0.02688958333333333
clssm_mcrp;cc_ssp245_10_2090;0.95;0.05;0.175;0.39166666666666666;0.341554375;0.26281583333333336
clssm_mcrp;cc_ssp245_10_2090;0.975;0.05;0.175;0.39999999999999997;0.3488639583333333;0.26847625
clssm_mcrp;cc_ssp245_10_2090;0.975;0.05;0.175;0.39999999999999997;0.3488639583333333;0.26847625
clssm_mcrp;cc_ssp245_10_2090;0.05;0;0.05;0.03333333333333333;0.028655416666666666;0.0217
clssm_mcrp;cc_ssp245_10_2090;0.025;0.075;0.025;0.041666666666666664;0.036322708333333335;0.027939375000000002
clssm_mcrp;cc_ssp245_10_2090;0.925;0.675;0.15;0.5833333333333334;0.5105183333333333;0.39437729166666663
clssm_mcrp;cc_ssp245_10_2090;0.9;0.675;0.125;0.5666666666666668;0.49619062500000005;0.3835272916666667
clssm_mcrp;cc_ssp245_10_2090;0;0.125;0.025;0.049999999999999996;0.043676458333333334;0.033671875000000004
clssm_mcrp;cc_ssp245_10_2090;0;0;0;0;0;0
clssm_mcrp;cc_ssp245_10_2090;0.35;0.875;0.975;0.7333333333333334;0.6326493749999998;0.481015625
clssm_mcrp;cc_ssp245_10_2090;0.975;0.55;1;0.8416666666666667;0.7270954166666667;0.5536616666666667
clssm_mcrp;cc_ssp245_10_2090;0.925;0.375;1;0.7666666666666666;0.6611545833333334;0.502465625
clssm_mcrp;cc_ssp245_10_2090;0.275;0;0.975;0.4166666666666667;0.35411229166666663;0.26465833333333333
clssm_mcrp;cc_ssp245_10_2090;0;0;0.625;0.20833333333333334;0.175453125;0.12973958333333332
clssm_mcrp;cc_ssp245_10_2090;0.9;0.05;0.95;0.6333333333333333;0.5444970833333334;0.41237208333333336
clssm_mcrp;cc_ssp245_10_2090;0.525;0;0.55;0.3583333333333334;0.3079;0.23303958333333333
clssm_mcrp;cc_ssp245_10_2090;0;0;0.125;0.041666666666666664;0.035090625;0.025947916666666668
clssm_mcrp;cc_ssp245_10_2090;0.4;0;0.2;0.20000000000000004;0.17309833333333335;0.13208333333333333
clssm_mcrp;cc_ssp245_10_2090;0.35;0;0.175;0.17499999999999996;0.15146104166666666;0.11557291666666665
clssm_mcrp;cc_ssp245_10_2090;0.85;0;0.175;0.3416666666666666;0.29765270833333335;0.22878125000000002
clssm_mcrp;cc_ssp245_10_2090;0.325;0;0.125;0.15;0.13011520833333334;0.09953333333333335
clssm_mcrp;cc_ssp245_10_2090;0.95;0.025;0.225;0.39999999999999997;0.3482589583333333;0.26749854166666664
clssm_mcrp;cc_ssp245_10_2090;0.95;0.025;0.125;0.3666666666666667;0.3201864583333333;0.24674020833333332
clssm_mcrp;cc_ssp245_10_2090;0.125;0;0.075;0.06666666666666667;0.057602291666666666;0.04387083333333333
clssm_mcrp;cc_ssp245_10_2090;0.975;0.025;0.175;0.39166666666666666;0.3415322916666666;0.26277979166666665
clssm_mcrp;cc_ssp245_10_2090;0.9;0;0.125;0.3416666666666666;0.298235625;0.22972291666666667
clssm_mcrp;cc_ssp245_10_2090;0.875;0;0.1;0.325;0.28390791666666665;0.21887291666666667
clssm_mcrp;cc_ssp245_10_2090;0.875;0.025;0.075;0.325;0.2842214583333333;0.21937979166666666
clssm_mcrp;cc_ssp245_10_2090;0.025;0;0.025;0.016666666666666666;0.014327708333333333;0.01085
clssm_mcrp;cc_ssp245_10_2090;0.05;0;0.025;0.025000000000000005;0.02163729166666667;0.016510416666666666
clssm_mcrp;cc_ssp245_10_2090;0.175;0.1;0.025;0.10000000000000002;0.087511875;0.06759833333333333
clssm_mcrp;cc_ssp245_10_2090;0.65;0.575;0.025;0.4166666666666667;0.3656956250000001;0.2833789583333334
