"","cell_id","next_down","main_riv","length_km","dist_dn_km","dist_up_km","catch_skm","upland_skm","dis_av_cms","ord_stra","ord_clas","ord_flow","x_centroid","y_centroid","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"77",227,61153324,60443230,4.25741573033708,3519.94382022472,381.093258426966,13.947191011236,30072.7651685393,306.646382022472,5.46067415730337,4.95505617977528,4.33707865168539,-5950000,-1750000,25.4184730052948,11.4451463222504,69.4583126703898,107.036608695984,32.6650021870931,16.1873964866002,16.4776056607564,25.9458888371785,24.0523642698924,26.3968860308329,23.8127237161001,1496.83597310384,264.884580612183,11.9849294424057,73.4707225163778,713.653945922852,54.8964052200317,516.138206481934,90.8601875305176
"78",228,61154171.4166667,60443230,3.99958333333333,3683.2925,256.889166666667,13.53,21962.0325,259.3069,5.125,4.55,4.55833333333333,-5850000,-1750000,24.8957602977753,12.0998588005702,69.683030128479,111.399893760681,32.40904545784,15.0447248617808,17.3643209934235,25.4649550914764,23.4594003359477,25.895935455958,23.217670361201,1685.70837402344,301.00598526001,12.9663400650024,74.5441398620605,813.367935180664,56.9797495206197,590.332229614258,93.9680738449097
"79",229,61156098.1636364,60443230,2.54036363636364,3113,76.8454545454545,8.10090909090909,1444.28909090909,34.4324363636364,4.16363636363636,4.90909090909091,5.05454545454545,-5750000,-1750000,24.0899956566947,13.0926465647561,69.5453976222447,111.622671944754,32.2193665504456,13.3891404356275,18.8302260807582,24.6551074981689,22.6296320642744,25.0865646089826,22.4059727532523,1842.48211669922,318.495656694685,10.9059277262006,73.8480189187186,871.424451555525,58.5003647123064,513.998416355678,95.9051827022007
"80",230,61156300.8518519,60443230,2.07541666666667,2337.33148148148,112.51712962963,5.48722222222222,2013.89074074074,52.5616666666667,4.30092592592593,5.25925925925926,4.93055555555556,-5650000,-1750000,23.6236305236816,13.8893944422404,70.269601504008,105.552330970764,32.1195714473724,12.3484604756037,19.7711109320323,24.2044168313344,22.1984866460164,24.505392630895,22.0320241451263,1927.03178405762,338.364845275879,8.36033556858698,75.6248938242594,918.816701253255,57.162589708964,540.107489267985,85.1684239705404
"81",231,61154700.9818182,60443230,2.62272727272727,2370.28181818182,93.8254545454545,6.93363636363636,1590.63272727273,40.7456363636364,4,5,5,-5550000,-1750000,23.7105788389842,13.922434369723,73.7163054148356,88.5411653518677,31.806157986323,12.9067715406418,18.8993865648905,24.2462055683136,22.5169047514598,24.435790459315,22.4526251157125,1958.15483093262,339.60878499349,5.77847001949946,77.2835102081299,940.585276285807,51.5571748415629,703.814605712891,68.2165834108988
"82",232,61155293.42,60443230,2.41973333333333,2429.934,137.276666666667,7.03286666666667,3556.53466666667,69.0800333333333,4.63333333333333,3.71333333333333,4.78666666666667,-5450000,-1750000,24.1500635147095,13.4878841241201,76.8562345504761,80.9567565917969,31.907032251358,14.3575613896052,17.5494708220164,24.6804065704346,23.2421816984812,25.030237754186,23.2379063765208,1852.59495544434,306.885239919027,4.63705376784007,77.7378257115682,896.446581522624,39.5388995806376,715.251874287923,46.774938583374
"83",233,61156955.3088235,60443230,2.88205882352941,2608.40147058824,169.863235294118,8.46,5811.30588235294,116.666117647059,4.55882352941176,2.45588235294118,4.55882352941176,-5350000,-1750000,23.6688570295061,13.8760407652174,75.6122755323138,93.2258153642927,31.5789352144514,13.2237497738429,18.3551854406084,24.2799743243626,22.4137484686715,24.5720026152475,22.4126796722412,1770.23023332868,295.978254045759,4.10157184089933,79.7395711626325,870.575903756278,32.7659061976842,685.144864763532,33.974358013698
"84",234,61158265.2444444,60443230,3.018,2449.16222222222,110.904444444444,8.58555555555556,3469.39555555556,73.1269555555556,4.4,3.08888888888889,4.62222222222222,-5250000,-1750000,23.4481829802195,14.3425531387329,72.5359541575114,116.441687583923,31.9763905207316,12.198826789856,19.7775637308757,24.15940062205,21.7549331188202,24.3198130925496,21.7520352999369,1725.77039082845,297.715782165527,3.61605883638064,81.3414367039998,859.705240885417,27.5187296867371,659.650065104167,30.4847563902537
"85",235,61154930.6216216,60443230,2.73279279279279,2243.95945945946,138.55045045045,7.6981981981982,3669.87387387387,88.2227117117117,4.23423423423423,2.8018018018018,4.72972972972973,-5150000,-1750000,24.0699200630188,14.4854468901952,70.4955158233643,128.372218132019,33.0442501703898,12.4956759611766,20.5485744476318,24.7606333096822,22.2205738226573,25.0463433265686,22.1988501548767,1628.46523030599,283.182985941569,3.36028444766998,80.9734121958415,803.03724416097,28.9522104263306,517.160152435303,37.6467390060425
"86",236,61150478.84,60443230,2.938,2242.414,82.846,9.378,1764.946,32.5756,4.16,3.72,5,-5050000,-1750000,24.7271010875702,14.0105794668198,69.3735103607178,125.343474070231,33.656137307485,13.4617283344269,20.1944092909495,25.3132229646047,22.9610949357351,25.8038374582926,22.8981416225433,1541.51749165853,268.631097157796,1.60122217734655,82.2241236368815,764.001714070638,16.8877171278,397.67898050944,36.8936144510905
"87",244,61121722.5333333,60443230,2.73866666666667,5630.45333333333,71.1066666666667,9.05466666666667,2128.97666666667,46.5452666666667,4.4,3.03333333333333,5.33333333333333,-7250000,-1650000,5.651624080113,13.9342685426985,75.8895645141602,104.922933741978,13.662379019601,-4.70015729921205,18.3625361851283,6.59467868123736,4.14793075152806,6.65379707472665,4.14189361163548,721.131781005859,143.180326843262,4.61359419482095,90.2975341796875,412.314111328125,23.9098159159933,363.398685128348,23.9098159159933
"88",245,61126253.397351,60443230,2.83066225165563,5505.60066225166,267.262913907285,9.40973509933775,16563.0503311258,322.036860927152,5.39735099337748,2.37086092715232,4.36423841059603,-7150000,-1650000,12.6053709983826,13.8310831705729,78.9280858357747,75.1767625172933,20.8276978810628,3.25024000306924,17.5774580319722,12.8184496243795,11.5760992685954,13.4482621192932,11.572669506073,905.126540120443,160.821023050944,13.2827723026276,72.7112370808919,465.955337524414,57.5815198898315,242.576360575358,58.1920081456502
