"","current_freq_mean","current_pa_mean","current_pa_sums"
"1",0.497721962616823,0.409657320872273,263
"2",0.497721962616823,0.409657320872273,263
"3",0.497721962616823,0.409657320872273,263
"4",0.497721962616823,0.409657320872273,263
"5",0.497721962616823,0.409657320872273,263
"6",0.497721962616823,0.409657320872273,263
"7",0.497721962616823,0.409657320872273,263
"8",0.497721962616823,0.409657320872273,263
"9",0.497721962616823,0.409657320872273,263
"10",0.497721962616823,0.409657320872273,263
"11",0.497721962616823,0.409657320872273,263
"12",0.497721962616823,0.409657320872273,263
"13",0.497721962616823,0.409657320872273,263
"14",0.497721962616823,0.409657320872273,263
"15",0.497721962616823,0.409657320872273,263
"16",0.497721962616823,0.409657320872273,263
"17",0.497721962616823,0.409657320872273,263
"18",0.497721962616823,0.409657320872273,263
"19",0.497721962616823,0.409657320872273,263
"20",0.497721962616823,0.409657320872273,263
"21",0.497721962616823,0.409657320872273,263
"22",0.497721962616823,0.409657320872273,263
"23",0.497721962616823,0.409657320872273,263
"24",0.497721962616823,0.409657320872273,263
"25",0.497721962616823,0.409657320872273,263
"26",0.497721962616823,0.409657320872273,263
"27",0.497721962616823,0.409657320872273,263
"28",0.497721962616823,0.409657320872273,263
"29",0.497721962616823,0.409657320872273,263
"30",0.497721962616823,0.409657320872273,263
"31",0.497721962616823,0.409657320872273,263
"32",0.497721962616823,0.409657320872273,263
"33",0.497721962616823,0.409657320872273,263
"34",0.497721962616823,0.409657320872273,263
"35",0.497721962616823,0.409657320872273,263
"36",0.497721962616823,0.409657320872273,263
"37",0.497721962616823,0.409657320872273,263
"38",0.497721962616823,0.409657320872273,263
"39",0.497721962616823,0.409657320872273,263
"40",0.497721962616823,0.409657320872273,263
"41",0.497721962616823,0.409657320872273,263
"42",0.497721962616823,0.409657320872273,263
"43",0.497721962616823,0.409657320872273,263
"44",0.497721962616823,0.409657320872273,263
"45",0.497721962616823,0.409657320872273,263
"46",0.497721962616823,0.409657320872273,263
"47",0.497721962616823,0.409657320872273,263
"48",0.497721962616823,0.409657320872273,263
"49",0.497721962616823,0.409657320872273,263
"50",0.497721962616823,0.409657320872273,263
"51",0.497721962616823,0.409657320872273,263
"52",0.497721962616823,0.409657320872273,263
"53",0.497721962616823,0.409657320872273,263
"54",0.497721962616823,0.409657320872273,263
"55",0.497721962616823,0.409657320872273,263
"56",0.497721962616823,0.409657320872273,263
"57",0.497721962616823,0.409657320872273,263
"58",0.497721962616823,0.409657320872273,263
"59",0.497721962616823,0.409657320872273,263
"60",0.497721962616823,0.409657320872273,263
"61",0.497721962616823,0.409657320872273,263
"62",0.497721962616823,0.409657320872273,263
"63",0.497721962616823,0.409657320872273,263
"64",0.497721962616823,0.409657320872273,263
